observation_id,year,session_date,evidence_type,stated_local_time,local_timezone,normalized_utc,value_numeric,unit,normalized_value_c,stated_value_text,session_semantics,source_title,source_url,source_class,evidence_quality,measurement_semantics,observation_status,evidence_context,local_asset,review_note
PTSC2023-0491,2023,2023-05-20,TRACK_TEMPERATURE,15:30:00,America/Indiana/Indianapolis,2023-05-20T19:30:00Z,113.0,degF,45.0,113°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 491; selected date-block occurrence 1; sensor average 112.65°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0492,2023,2023-05-20,TRACK_TEMPERATURE,15:45:00,America/Indiana/Indianapolis,2023-05-20T19:45:00Z,112.0,degF,44.44444444444444,112°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 492; selected date-block occurrence 1; sensor average 111.6°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0493,2023,2023-05-20,TRACK_TEMPERATURE,16:00:00,America/Indiana/Indianapolis,2023-05-20T20:00:00Z,112.0,degF,44.44444444444444,112°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 493; selected date-block occurrence 1; sensor average 112.175°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0494,2023,2023-05-20,TRACK_TEMPERATURE,16:15:00,America/Indiana/Indianapolis,2023-05-20T20:15:00Z,112.0,degF,44.44444444444444,112°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 494; selected date-block occurrence 1; sensor average 111.925°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0495,2023,2023-05-20,TRACK_TEMPERATURE,16:30:00,America/Indiana/Indianapolis,2023-05-20T20:30:00Z,112.0,degF,44.44444444444444,112°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 495; selected date-block occurrence 1; sensor average 111.975°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0496,2023,2023-05-20,TRACK_TEMPERATURE,16:45:00,America/Indiana/Indianapolis,2023-05-20T20:45:00Z,111.0,degF,43.888888888888886,111°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 496; selected date-block occurrence 1; sensor average 110.85°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0497,2023,2023-05-20,TRACK_TEMPERATURE,17:00:00,America/Indiana/Indianapolis,2023-05-20T21:00:00Z,107.0,degF,41.666666666666664,107°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 497; selected date-block occurrence 1; sensor average 106.875°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0498,2023,2023-05-20,TRACK_TEMPERATURE,17:15:00,America/Indiana/Indianapolis,2023-05-20T21:15:00Z,107.0,degF,41.666666666666664,107°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 498; selected date-block occurrence 1; sensor average 106.6°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0499,2023,2023-05-20,TRACK_TEMPERATURE,17:30:00,America/Indiana/Indianapolis,2023-05-20T21:30:00Z,105.0,degF,40.55555555555556,105°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 499; selected date-block occurrence 1; sensor average 104.625°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0500,2023,2023-05-20,TRACK_TEMPERATURE,17:45:00,America/Indiana/Indianapolis,2023-05-20T21:45:00Z,102.0,degF,38.888888888888886,102°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 500; selected date-block occurrence 1; sensor average 102.275°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0501,2023,2023-05-20,TRACK_TEMPERATURE,17:50:00,America/Indiana/Indianapolis,2023-05-20T21:50:00Z,102.0,degF,38.888888888888886,102°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 501; selected date-block occurrence 1; sensor average 101.825°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0462,2024,2024-05-18,TRACK_TEMPERATURE,08:45:00,America/Indiana/Indianapolis,2024-05-18T12:45:00Z,76.0,degF,24.444444444444443,76°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 462; selected date-block occurrence 1; sensor average 76.275°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0463,2024,2024-05-18,TRACK_TEMPERATURE,09:00:00,America/Indiana/Indianapolis,2024-05-18T13:00:00Z,78.0,degF,25.555555555555557,78°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 463; selected date-block occurrence 1; sensor average 77.925°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0464,2024,2024-05-18,TRACK_TEMPERATURE,09:15:00,America/Indiana/Indianapolis,2024-05-18T13:15:00Z,79.0,degF,26.11111111111111,79°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 464; selected date-block occurrence 1; sensor average 79.3°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0465,2024,2024-05-18,TRACK_TEMPERATURE,09:30:00,America/Indiana/Indianapolis,2024-05-18T13:30:00Z,81.0,degF,27.22222222222222,81°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 465; selected date-block occurrence 1; sensor average 81.25°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0466,2024,2024-05-18,TRACK_TEMPERATURE,09:45:00,America/Indiana/Indianapolis,2024-05-18T13:45:00Z,84.0,degF,28.88888888888889,84°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 466; selected date-block occurrence 1; sensor average 84.17500000000001°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0467,2024,2024-05-18,TRACK_TEMPERATURE,10:00:00,America/Indiana/Indianapolis,2024-05-18T14:00:00Z,87.0,degF,30.555555555555557,87°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 467; selected date-block occurrence 1; sensor average 86.975°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0468,2024,2024-05-18,TRACK_TEMPERATURE,10:45:00,America/Indiana/Indianapolis,2024-05-18T14:45:00Z,94.0,degF,34.44444444444444,94°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 468; selected date-block occurrence 1; sensor average 93.85°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0469,2024,2024-05-18,TRACK_TEMPERATURE,11:00:00,America/Indiana/Indianapolis,2024-05-18T15:00:00Z,95.0,degF,35.0,95°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 469; selected date-block occurrence 1; sensor average 94.95°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0470,2024,2024-05-18,TRACK_TEMPERATURE,11:15:00,America/Indiana/Indianapolis,2024-05-18T15:15:00Z,98.0,degF,36.666666666666664,98°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 470; selected date-block occurrence 1; sensor average 98.05°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0471,2024,2024-05-18,TRACK_TEMPERATURE,11:30:00,America/Indiana/Indianapolis,2024-05-18T15:30:00Z,99.0,degF,37.22222222222222,99°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 471; selected date-block occurrence 1; sensor average 98.5°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0472,2024,2024-05-18,TRACK_TEMPERATURE,11:45:00,America/Indiana/Indianapolis,2024-05-18T15:45:00Z,100.0,degF,37.77777777777778,100°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 472; selected date-block occurrence 1; sensor average 100.475°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0473,2024,2024-05-18,TRACK_TEMPERATURE,12:00:00,America/Indiana/Indianapolis,2024-05-18T16:00:00Z,104.0,degF,40.0,104°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 473; selected date-block occurrence 1; sensor average 104.275°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0474,2024,2024-05-18,TRACK_TEMPERATURE,12:15:00,America/Indiana/Indianapolis,2024-05-18T16:15:00Z,102.0,degF,38.888888888888886,102°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 474; selected date-block occurrence 1; sensor average 101.825°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0475,2024,2024-05-18,TRACK_TEMPERATURE,12:30:00,America/Indiana/Indianapolis,2024-05-18T16:30:00Z,105.0,degF,40.55555555555556,105°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 475; selected date-block occurrence 1; sensor average 105.25°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0476,2024,2024-05-18,TRACK_TEMPERATURE,12:45:00,America/Indiana/Indianapolis,2024-05-18T16:45:00Z,108.0,degF,42.22222222222222,108°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 476; selected date-block occurrence 1; sensor average 108.1°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0477,2024,2024-05-18,TRACK_TEMPERATURE,13:00:00,America/Indiana/Indianapolis,2024-05-18T17:00:00Z,106.0,degF,41.111111111111114,106°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 477; selected date-block occurrence 1; sensor average 105.85°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0478,2024,2024-05-18,TRACK_TEMPERATURE,13:15:00,America/Indiana/Indianapolis,2024-05-18T17:15:00Z,113.0,degF,45.0,113°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 478; selected date-block occurrence 1; sensor average 113.125°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0479,2024,2024-05-18,TRACK_TEMPERATURE,13:30:00,America/Indiana/Indianapolis,2024-05-18T17:30:00Z,114.0,degF,45.55555555555556,114°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 479; selected date-block occurrence 1; sensor average 114.15°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0480,2024,2024-05-18,TRACK_TEMPERATURE,13:45:00,America/Indiana/Indianapolis,2024-05-18T17:45:00Z,114.0,degF,45.55555555555556,114°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 480; selected date-block occurrence 1; sensor average 114.125°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0481,2024,2024-05-18,TRACK_TEMPERATURE,14:00:00,America/Indiana/Indianapolis,2024-05-18T18:00:00Z,113.0,degF,45.0,113°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 481; selected date-block occurrence 1; sensor average 112.9°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2024-0482,2024,2024-05-18,TRACK_TEMPERATURE,14:15:00,America/Indiana/Indianapolis,2024-05-18T18:15:00Z,117.0,degF,47.22222222222222,117°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2024 Temp Archive; source row 482; selected date-block occurrence 1; sensor average 116.7°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
